packets_per_second,avg_request_rate,failed_connections,unique_ports,bytes_per_packet,connection_duration,payload_entropy,label
8,2.05,0,1,579.0,7.39,6.07,normal
32,2.37,2,3,439.54,5.18,6.1,normal
32,0.9,1,3,539.5,4.68,3.94,normal
27,2.42,1,1,302.27,7.68,5.25,normal
34,0.57,0,4,514.85,5.73,3.48,normal
24,2.73,0,4,303.61,8.99,4.8,normal
39,2.14,4,1,399.0,3.1,5.03,normal
8,2.49,2,1,394.02,4.18,4.98,normal
52,0.46,4,3,187.98,2.05,3.92,normal
9,2.83,1,4,229.82,4.71,3.64,normal
34,2.88,3,4,463.29,9.24,5.42,normal
0,2.91,3,2,494.55,8.38,5.39,normal
31,3.18,1,3,323.48,3.54,5.45,normal
40,2.9,1,2,362.23,5.74,5.3,normal
16,3.17,2,4,628.86,6.72,5.51,normal
28,2.24,2,2,350.41,9.18,4.06,normal
41,3.52,0,3,463.01,1.89,3.97,normal
29,1.43,2,1,580.08,2.76,5.29,normal
43,2.99,0,4,256.96,4.55,4.06,normal
12,1.67,2,3,329.03,0.86,4.38,normal
42,1.9,2,2,496.75,5.62,4.8,normal
26,3.14,2,4,297.16,4.67,5.83,normal
12,3.07,2,2,649.03,3.66,4.33,normal
5,2.53,1,3,585.01,6.61,5.77,normal
5,2.59,3,1,388.84,5.23,4.62,normal
30,0.9,2,2,470.93,9.39,5.24,normal
14,1.47,3,3,221.22,10.63,4.57,normal
17,3.07,1,1,271.14,4.21,4.45,normal
0,1.0,3,3,252.93,4.34,5.07,normal
0,3.29,2,4,460.56,1.08,5.85,normal
16,0.82,2,4,522.46,6.02,5.6,normal
26,2.42,3,4,317.53,5.26,5.45,normal
16,2.49,0,3,377.57,6.85,4.81,normal
6,2.2,0,1,517.85,1.21,4.0,normal
24,2.91,0,1,496.44,4.76,5.7,normal
36,1.67,0,4,178.66,6.14,5.8,normal
5,1.46,3,2,590.11,6.64,4.62,normal
34,1.88,3,2,279.11,8.64,4.13,normal
25,2.33,0,4,512.6,7.85,5.02,normal
31,0.99,0,3,350.51,8.63,5.69,normal
45,3.07,2,2,475.83,4.25,4.24,normal
24,3.08,2,2,227.3,3.01,4.58,normal
0,2.48,0,1,548.1,1.88,4.68,normal
21,1.05,4,1,616.56,6.49,4.56,normal
18,1.9,2,3,444.97,4.56,5.68,normal
15,3.21,2,2,445.57,6.3,4.43,normal
23,2.03,1,0,378.47,2.99,5.87,normal
37,0.85,0,1,369.07,7.98,5.36,normal
6,2.36,2,4,318.45,7.33,5.53,normal
12,3.42,2,2,492.3,10.65,3.9,normal
0,3.28,3,2,412.81,4.71,3.44,normal
17,3.29,3,1,278.0,0.65,5.89,normal
25,2.25,3,3,446.77,7.11,3.59,normal
43,3.0,0,2,313.48,8.86,6.11,normal
20,3.16,4,3,641.87,3.86,5.07,normal
30,1.37,3,1,382.67,0.89,5.06,normal
32,3.06,0,3,264.26,3.71,4.3,normal
30,3.0,3,3,325.14,1.99,4.9,normal
14,2.83,1,1,460.03,0.71,5.49,normal
0,2.77,2,1,420.45,8.99,3.87,normal
4,3.25,0,3,532.25,6.68,4.29,normal
20,3.61,1,3,395.25,3.91,5.51,normal
14,3.81,2,4,472.06,8.52,5.56,normal
39,0.46,3,5,435.48,5.63,3.08,normal
20,0.58,2,4,553.79,4.07,4.5,normal
22,2.63,1,4,221.2,8.65,5.09,normal
26,0.98,3,4,537.04,4.66,5.38,normal
48,1.5,0,4,577.81,2.77,5.51,normal
43,1.5,2,1,625.8,5.81,5.11,normal
0,1.42,1,1,426.24,9.49,4.7,normal
39,1.45,2,4,522.34,9.0,4.52,normal
7,0.9,3,3,292.94,7.26,4.54,normal
38,1.61,0,4,488.1,4.2,5.63,normal
32,3.3,0,2,613.45,7.79,4.84,normal
24,1.69,2,1,321.57,7.04,4.73,normal
13,0.88,1,1,308.97,1.73,4.46,normal
48,2.58,1,1,504.55,7.57,5.69,normal
7,1.85,2,3,524.36,7.64,5.66,normal
28,1.62,1,4,424.11,0.06,3.73,normal
31,1.51,0,3,234.03,1.89,5.72,normal
6,0.8,1,1,504.93,8.8,6.1,normal
0,0.75,0,1,451.53,5.11,3.89,normal
27,1.36,3,2,443.51,6.84,4.65,normal
49,0.32,2,4,306.39,3.57,3.68,normal
32,2.82,1,3,298.87,10.05,4.1,normal
25,2.82,0,2,366.74,9.3,3.59,normal
2,2.31,3,1,577.35,6.72,5.36,normal
24,0.46,3,3,354.07,3.16,5.72,normal
49,3.09,3,2,529.18,9.55,4.42,normal
0,2.11,3,1,460.29,5.06,3.7,normal
47,1.91,2,3,435.6,8.4,5.87,normal
2,3.44,2,3,399.0,1.49,3.85,normal
10,2.93,0,2,404.52,2.72,4.0,normal
44,0.89,1,3,356.33,5.31,5.53,normal
35,0.59,2,3,296.83,9.09,5.09,normal
41,0.81,2,2,302.47,9.0,5.64,normal
14,2.38,0,1,297.39,3.79,3.8,normal
56,2.94,1,1,539.85,7.21,4.74,normal
5,3.22,1,2,338.14,4.68,3.8,normal
2,0.59,3,1,490.99,4.14,5.69,normal
30,0.74,0,1,326.08,6.24,5.84,normal
25,1.83,2,2,243.61,9.5,4.41,normal
13,0.01,0,2,574.79,4.46,4.62,normal
29,2.35,0,2,405.05,2.38,5.33,normal
30,1.16,1,1,387.93,8.9,3.45,normal
24,3.08,2,4,505.72,9.63,5.03,normal
14,2.55,2,1,525.81,6.65,4.6,normal
13,2.38,0,2,472.74,3.14,5.0,normal
36,3.0,2,2,542.82,5.33,4.45,normal
11,2.33,1,1,628.15,0.94,3.83,normal
52,1.99,1,1,375.74,1.48,4.59,normal
26,2.74,2,1,617.97,9.6,4.66,normal
12,2.82,2,3,473.67,8.38,3.68,normal
9,3.06,3,3,296.09,0.93,4.99,normal
18,0.7,3,1,213.79,6.34,6.32,normal
38,1.42,3,4,509.72,0.69,3.77,normal
17,1.12,2,4,287.97,8.82,3.82,normal
14,2.48,1,3,502.56,4.14,3.48,normal
32,2.37,3,4,399.32,5.93,4.66,normal
22,2.09,0,4,554.61,6.48,4.87,normal
18,3.58,1,2,339.78,2.49,4.0,normal
42,2.42,3,2,550.53,6.9,4.2,normal
2,1.47,3,2,426.45,6.4,3.92,normal
11,2.01,2,1,582.67,11.4,5.76,normal
13,1.55,1,2,501.9,3.73,4.17,normal
14,2.32,2,2,211.73,9.2,5.91,normal
14,3.17,2,3,313.92,7.05,4.29,normal
10,2.58,2,2,245.55,2.85,5.65,normal
11,2.7,3,3,282.27,9.67,5.02,normal
7,3.0,2,4,466.05,4.49,5.22,normal
27,2.21,1,2,428.43,4.01,4.57,normal
14,3.12,0,3,372.17,7.64,4.12,normal
36,3.29,3,3,680.01,1.53,3.66,normal
6,1.67,0,3,404.72,4.35,4.85,normal
12,2.61,0,1,588.19,5.5,4.28,normal
14,1.74,0,2,633.09,7.47,3.52,normal
13,2.19,1,5,331.86,6.39,5.25,normal
34,3.84,1,1,472.26,0.87,3.97,normal
44,3.26,3,3,384.88,4.99,4.55,normal
18,3.17,2,4,501.4,5.61,5.86,normal
20,2.48,1,4,287.81,3.43,5.22,normal
16,0.69,1,1,451.6,11.46,3.8,normal
30,0.74,0,4,279.24,5.5,5.0,normal
25,1.41,2,1,500.75,5.13,4.97,normal
45,1.38,3,1,635.88,5.8,4.21,normal
40,3.51,2,1,181.84,9.09,4.14,normal
31,2.44,1,4,454.99,4.94,4.21,normal
30,2.4,0,4,303.63,7.8,5.6,normal
0,2.5,0,1,451.68,9.63,4.39,normal
40,3.8,0,4,594.48,6.21,5.59,normal
18,2.62,0,3,289.43,4.13,3.96,normal
14,1.69,2,1,488.05,3.73,3.74,normal
25,3.16,3,2,480.22,7.38,3.75,normal
19,0.23,2,1,393.17,8.58,5.23,normal
27,2.06,1,3,462.71,5.46,5.9,normal
26,1.8,0,2,363.03,2.67,5.94,normal
5,1.23,4,3,550.14,2.12,5.43,normal
31,3.37,1,4,454.32,6.5,5.04,normal
35,0.78,3,2,555.54,5.85,5.44,normal
27,1.37,3,3,426.38,3.01,4.68,normal
30,1.69,3,1,546.56,2.89,3.9,normal
34,2.78,1,2,374.65,4.99,5.09,normal
46,3.81,4,3,362.03,2.44,4.22,normal
47,2.98,2,3,255.49,0.55,3.53,normal
0,1.39,3,3,240.6,7.44,4.61,normal
24,2.85,3,2,399.5,0.57,4.87,normal
7,3.12,1,2,581.54,6.92,3.81,normal
0,3.28,3,2,536.32,2.84,4.65,normal
46,2.87,2,1,498.48,1.85,4.14,normal
0,1.3,2,3,187.34,5.93,4.28,normal
20,1.11,0,2,227.47,4.9,5.73,normal
37,0.34,3,1,215.21,4.1,3.83,normal
29,1.2,3,0,529.53,6.95,3.57,normal
44,3.33,0,3,205.39,3.05,5.04,normal
47,2.14,3,4,525.22,2.09,3.95,normal
20,1.47,3,2,215.31,6.09,3.62,normal
24,3.36,2,3,323.6,2.63,4.87,normal
0,0.62,0,3,423.43,3.91,5.19,normal
1,1.41,2,2,489.35,7.66,4.54,normal
35,0.0,3,2,430.48,6.94,5.27,normal
15,1.86,1,4,588.09,4.0,5.4,normal
30,1.26,1,1,522.5,1.5,4.48,normal
25,2.27,2,3,307.62,4.81,4.24,normal
13,1.46,0,1,391.25,0.36,5.19,normal
36,2.18,3,1,454.95,9.59,5.39,normal
15,2.68,1,2,312.29,4.29,3.48,normal
20,1.32,0,4,607.42,3.23,5.35,normal
17,1.91,2,2,421.39,4.4,4.0,normal
15,1.66,2,1,565.1,8.32,3.98,normal
21,0.88,1,4,366.34,1.65,3.89,normal
10,0.31,2,4,375.68,0.14,4.75,normal
10,2.06,1,2,177.16,6.48,4.09,normal
41,0.57,1,3,560.35,8.42,5.42,normal
46,0.77,1,3,285.03,3.54,5.48,normal
37,1.24,3,3,522.4,2.67,5.77,normal
39,2.68,1,3,473.36,8.5,4.8,normal
20,2.24,0,4,286.15,7.15,4.84,normal
41,3.26,1,1,451.17,5.63,4.55,normal
27,1.34,0,4,377.24,1.92,3.55,normal
2,0.64,1,4,440.66,5.72,3.75,normal
32,2.27,2,2,519.73,3.37,4.47,normal
13,0.87,0,2,346.22,8.14,5.73,normal
22,3.45,0,3,209.07,8.67,4.33,normal
5,0.96,0,2,365.97,1.41,5.71,normal
28,2.9,2,2,580.19,8.58,3.59,normal
4,3.14,2,1,220.06,1.21,4.06,normal
18,2.74,1,2,494.07,3.34,4.37,normal
12,2.53,0,1,271.26,7.72,4.38,normal
21,0.4,1,1,175.18,2.31,4.55,normal
13,1.12,3,2,582.75,4.11,4.92,normal
0,2.09,0,1,258.27,3.07,5.07,normal
27,3.45,2,3,191.64,3.6,6.05,normal
20,2.54,1,2,469.1,4.44,5.8,normal
16,3.02,2,1,612.37,1.69,4.13,normal
28,2.19,0,2,288.05,2.93,4.29,normal
14,0.0,1,1,341.85,7.4,4.56,normal
31,2.43,0,2,409.22,10.97,5.3,normal
16,3.08,2,1,220.5,11.16,5.29,normal
4,0.59,0,4,425.15,8.15,4.91,normal
29,3.98,2,4,356.67,5.07,3.9,normal
24,3.12,0,2,375.98,6.18,5.19,normal
46,1.4,2,4,451.21,8.07,3.81,normal
4,2.38,2,4,288.66,2.39,5.86,normal
29,2.81,1,1,467.1,6.75,5.81,normal
19,2.47,0,4,338.71,4.05,5.6,normal
16,0.64,2,2,552.15,8.81,4.49,normal
34,0.58,0,4,525.54,3.11,4.33,normal
0,0.93,3,2,488.7,6.88,4.12,normal
7,3.34,3,4,392.72,8.38,6.09,normal
24,1.29,3,5,261.57,2.77,3.52,normal
3,2.33,3,3,255.97,7.8,4.41,normal
12,2.79,3,1,293.84,1.47,5.75,normal
36,1.78,1,1,477.02,7.19,5.25,normal
17,3.22,0,4,504.27,6.97,5.81,normal
25,3.14,3,2,555.15,2.23,5.54,normal
18,1.1,2,3,305.13,2.73,4.85,normal
3,0.85,2,4,468.35,2.22,5.73,normal
35,1.07,3,3,503.41,5.51,4.95,normal
15,1.39,3,1,498.87,8.02,4.06,normal
31,0.56,1,4,569.5,6.6,4.26,normal
45,2.27,0,3,311.8,3.36,5.03,normal
12,3.47,2,4,422.9,3.47,5.72,normal
19,1.55,1,3,480.32,6.68,4.51,normal
3,3.51,0,1,314.6,10.38,4.98,normal
36,1.54,1,3,407.28,5.58,5.36,normal
21,0.99,3,1,552.68,7.87,4.44,normal
22,3.27,2,4,204.46,6.9,4.6,normal
18,2.44,3,4,359.82,6.21,5.43,normal
27,1.49,2,2,572.58,4.2,4.17,normal
36,1.14,0,2,336.63,0.41,6.17,normal
3,2.76,3,4,325.49,3.9,3.87,normal
23,1.84,3,3,276.85,7.78,4.61,normal
37,0.54,0,1,350.92,5.6,5.83,normal
19,1.91,2,3,562.23,1.25,5.21,normal
21,1.42,0,4,363.86,6.8,4.69,normal
2,2.25,3,3,197.47,9.9,6.07,normal
10,2.93,0,3,328.21,6.53,3.67,normal
33,2.16,2,1,545.41,3.93,3.39,normal
22,3.17,1,1,350.43,5.74,3.7,normal
40,3.12,2,3,437.42,6.31,5.05,normal
22,3.31,0,1,180.45,8.22,4.79,normal
45,2.71,3,4,540.35,8.91,3.46,normal
16,2.76,2,2,424.37,9.8,3.54,normal
31,3.0,0,3,473.86,5.53,4.07,normal
12,1.16,1,2,512.13,7.16,3.76,normal
9,1.53,1,2,478.7,6.11,5.77,normal
3,2.88,2,1,339.13,6.81,3.63,normal
35,3.62,0,1,279.79,2.53,4.09,normal
4,1.54,2,4,224.69,7.84,6.18,normal
14,2.79,3,3,388.56,2.96,4.48,normal
33,1.36,2,4,579.66,6.9,3.93,normal
7,2.08,3,2,322.58,8.99,3.17,normal
24,1.23,1,1,319.74,7.21,4.27,normal
3,2.26,2,4,198.25,7.75,5.66,normal
13,1.72,0,1,438.85,6.5,4.16,normal
10,3.11,1,4,288.35,2.06,3.4,normal
7,2.23,1,2,482.61,3.29,3.37,normal
29,3.44,0,1,426.37,7.03,4.45,normal
27,2.51,2,1,379.78,2.85,5.21,normal
7,2.9,0,2,410.58,5.56,3.57,normal
28,3.3,2,1,532.77,8.37,3.76,normal
7,3.25,0,1,473.51,0.68,4.02,normal
0,2.11,4,1,387.31,8.12,5.53,normal
36,0.61,1,2,641.69,6.38,4.57,normal
23,3.4,1,1,248.25,0.0,4.04,normal
43,2.78,1,3,512.94,2.69,4.03,normal
37,3.34,1,1,299.98,7.5,4.36,normal
38,0.93,2,3,659.18,10.56,4.46,normal
44,3.08,1,2,442.45,7.84,6.15,normal
40,1.09,2,4,360.87,4.06,5.66,normal
33,1.13,3,1,530.34,1.87,3.46,normal
25,2.65,0,3,541.32,5.81,4.41,normal
42,0.65,0,4,363.53,2.81,4.3,normal
40,1.08,2,4,394.83,8.08,4.85,normal
20,2.87,1,2,268.15,2.2,4.76,normal
41,1.48,0,4,554.73,5.55,3.88,normal
26,1.67,3,3,335.02,8.73,5.92,normal
19,3.16,1,3,474.57,6.93,4.78,normal
7,1.3,2,3,266.31,5.19,4.77,normal
50,3.71,4,4,374.7,3.53,5.2,normal
30,3.0,3,4,546.48,8.52,5.93,normal
16,3.05,1,2,364.59,1.49,3.3,normal
17,0.69,3,3,340.05,7.15,5.04,normal
34,1.84,0,2,333.36,9.24,3.6,normal
10,3.48,2,1,235.58,4.04,4.57,normal
0,2.1,3,1,340.34,1.99,4.95,normal
40,3.3,3,2,486.55,2.38,5.6,normal
39,1.94,3,3,279.95,0.67,5.51,normal
20,1.93,1,4,382.0,1.22,5.46,normal
48,2.59,3,3,244.88,7.65,5.63,normal
15,2.56,1,3,390.87,1.39,5.19,normal
22,3.33,3,2,534.67,7.99,6.19,normal
0,3.05,0,4,231.2,1.01,4.23,normal
36,1.97,3,2,248.18,9.22,4.4,normal
5,3.14,2,1,446.62,6.35,5.44,normal
6,1.44,4,2,578.55,8.17,4.7,normal
20,3.44,2,4,520.68,0.41,3.63,normal
15,1.32,1,2,529.28,0.28,4.75,normal
46,1.25,0,2,528.56,5.28,4.09,normal
32,1.81,1,2,215.3,0.98,5.18,normal
22,1.38,0,3,418.58,6.39,4.9,normal
35,2.2,3,4,155.05,6.42,5.95,normal
14,3.26,2,3,155.09,8.16,5.0,normal
19,1.19,3,2,547.93,4.37,5.11,normal
28,1.05,2,3,197.64,1.57,5.81,normal
0,3.68,2,2,279.74,5.13,4.87,normal
32,2.57,0,3,509.11,8.28,5.72,normal
24,1.02,2,4,261.88,9.04,4.29,normal
31,0.69,1,2,452.06,3.71,3.78,normal
28,0.39,1,2,306.73,9.42,4.87,normal
21,0.84,3,1,204.16,4.51,4.86,normal
14,0.92,0,3,277.75,6.31,5.28,normal
4,2.5,0,3,358.16,0.85,5.69,normal
14,1.49,3,2,380.27,0.72,5.6,normal
14,1.46,0,3,433.35,8.53,4.54,normal
31,2.58,2,4,420.74,6.36,5.12,normal
27,2.82,0,4,431.11,5.75,5.5,normal
16,0.74,1,2,310.76,1.25,5.19,normal
41,1.89,1,2,411.79,1.01,6.51,normal
30,0.64,3,3,385.99,6.33,6.26,normal
0,0.97,0,3,595.66,2.71,4.59,normal
43,0.79,0,3,263.22,5.79,4.74,normal
27,1.86,3,3,280.07,9.4,4.38,normal
25,3.4,3,2,379.68,9.16,3.85,normal
29,3.67,1,3,330.51,8.17,4.1,normal
30,1.3,3,2,243.45,8.99,5.53,normal
26,0.95,3,3,564.22,2.02,4.52,normal
3,1.52,2,4,389.79,2.52,4.19,normal
31,3.89,3,2,321.29,11.49,5.7,normal
23,1.25,0,4,534.64,9.56,4.44,normal
16,1.24,3,4,466.92,1.89,5.74,normal
16,2.01,0,3,469.39,1.87,4.51,normal
12,0.88,2,1,406.99,4.52,4.31,normal
18,0.48,2,4,383.28,6.67,6.09,normal
33,1.22,1,1,323.16,8.23,3.93,normal
4,1.51,0,4,507.08,11.15,6.07,normal
16,1.16,3,4,486.11,0.0,5.3,normal
11,2.88,2,4,217.56,9.2,5.67,normal
12,2.54,2,4,422.02,4.02,5.0,normal
0,0.59,3,2,298.02,8.77,3.59,normal
47,0.68,0,1,565.22,7.3,5.15,normal
38,0.83,3,1,544.47,1.08,4.43,normal
31,0.89,1,2,199.39,9.27,3.8,normal
13,1.19,1,4,464.0,4.42,5.31,normal
4,2.49,0,1,398.42,4.89,5.63,normal
6,3.0,0,1,196.93,0.36,6.48,normal
18,1.44,2,3,309.32,6.51,4.19,normal
7,2.15,0,2,437.11,2.56,5.26,normal
22,3.23,0,5,556.18,7.79,3.76,normal
36,2.09,2,3,475.29,2.01,5.67,normal
48,3.33,0,2,352.92,2.77,4.73,normal
2,0.88,1,1,406.77,2.53,5.67,normal
40,2.12,3,1,478.56,7.34,6.04,normal
10,1.89,0,3,481.42,1.72,4.75,normal
38,0.82,0,3,517.78,2.12,5.03,normal
36,1.08,1,1,346.09,4.73,5.07,normal
15,1.08,3,4,255.43,10.02,3.52,normal
11,0.83,3,2,565.38,7.53,4.84,normal
0,0.69,0,4,268.76,5.16,5.25,normal
34,1.05,1,2,410.13,7.35,4.47,normal
18,3.03,0,4,590.45,3.68,4.62,normal
18,1.78,1,3,222.44,4.82,4.64,normal
15,1.31,3,1,456.53,4.71,5.21,normal
9,0.25,1,4,273.5,7.52,3.95,normal
0,3.69,3,1,515.01,9.38,5.68,normal
23,1.71,0,2,470.07,5.05,4.67,normal
33,2.29,3,3,461.86,2.98,3.61,normal
14,3.68,0,3,275.27,3.8,3.48,normal
27,1.86,2,1,511.23,0.0,3.63,normal
21,1.09,1,3,480.49,4.02,5.82,normal
7,3.37,3,1,377.62,2.58,5.89,normal
31,1.09,3,1,319.19,5.35,5.68,normal
45,0.61,1,1,360.68,4.14,3.74,normal
21,0.27,0,1,263.53,3.05,3.5,normal
37,1.5,2,3,399.5,4.35,4.95,normal
10,2.41,1,1,577.29,5.31,3.83,normal
34,3.53,0,4,439.21,3.82,4.24,normal
39,2.02,3,3,543.86,3.2,3.14,normal
21,1.8,0,4,380.09,6.19,5.71,normal
30,2.16,0,3,475.78,3.8,4.83,normal
30,2.79,1,3,277.6,8.05,3.71,normal
6,1.16,1,4,588.56,1.72,4.87,normal
20,2.78,3,4,390.61,7.38,4.57,normal
16,3.01,1,4,572.73,8.36,3.79,normal
28,0.98,2,3,586.3,2.32,5.43,normal
27,2.43,1,4,435.1,2.02,4.15,normal
0,1.55,1,1,434.86,10.21,4.49,normal
35,0.75,0,3,400.97,3.97,4.66,normal
20,2.66,3,2,442.36,6.21,3.85,normal
35,0.72,2,3,426.63,1.85,4.65,normal
12,3.6,1,4,327.84,1.69,3.52,normal
30,0.8,3,3,524.15,7.06,5.03,normal
11,3.1,2,4,227.74,9.21,5.48,normal
7,3.49,2,3,299.51,2.39,4.04,normal
14,0.55,3,4,573.92,5.41,3.33,normal
36,2.07,1,3,311.8,6.49,5.92,normal
48,3.66,1,3,274.53,5.4,5.48,normal
35,3.58,1,0,526.84,3.04,5.94,normal
28,2.22,2,2,276.09,8.3,3.64,normal
32,2.79,3,2,403.07,1.13,5.75,normal
1,2.46,3,4,453.98,0.0,4.21,normal
22,2.01,3,1,502.34,4.57,6.0,normal
13,3.48,0,1,442.58,2.18,4.03,normal
11,1.75,1,1,542.73,3.26,5.87,normal
11,2.09,2,2,270.95,7.43,5.84,normal
21,2.78,0,4,237.13,5.04,3.97,normal
11,2.28,2,1,446.9,9.63,4.93,normal
37,1.82,1,1,501.95,9.32,3.9,normal
5,1.79,1,2,203.82,2.16,3.78,normal
37,1.1,3,4,494.6,8.0,5.1,normal
29,1.22,2,2,504.36,9.1,4.88,normal
22,1.5,1,3,309.16,5.57,4.02,normal
14,0.42,0,3,340.66,8.56,3.88,normal
25,2.99,2,3,525.82,5.58,4.08,normal
6,0.98,3,2,362.25,9.94,4.32,normal
26,1.84,1,1,434.22,8.44,4.7,normal
0,3.45,1,5,573.64,2.21,5.57,normal
1,1.72,1,4,392.0,8.17,5.03,normal
34,1.37,1,3,245.38,7.8,4.41,normal
42,2.75,1,4,509.66,3.63,3.99,normal
29,2.28,2,2,259.08,6.61,3.92,normal
15,1.35,2,4,326.49,5.07,4.85,normal
21,1.95,3,3,280.7,3.82,4.57,normal
15,2.51,2,3,368.72,9.13,3.58,normal
30,1.41,1,1,334.43,7.17,5.56,normal
34,28.12,38,85,70.75,0.39,2.57,port_scan
70,29.06,9,65,63.14,0.13,2.57,port_scan
105,33.99,30,70,64.17,0.4,2.12,port_scan
21,15.65,16,38,43.74,0.47,2.62,port_scan
20,34.99,37,79,70.79,0.12,2.11,port_scan
112,25.08,20,33,55.36,0.12,2.42,port_scan
69,39.9,10,45,68.1,0.23,2.63,port_scan
9,27.41,41,27,49.46,0.16,1.42,port_scan
42,17.35,21,33,55.33,0.39,2.22,port_scan
68,19.09,25,55,46.62,0.44,1.4,port_scan
114,17.54,28,82,63.28,0.21,1.53,port_scan
58,16.91,21,12,74.69,0.34,1.5,port_scan
29,31.77,23,62,60.61,0.42,2.02,port_scan
105,24.61,29,42,63.73,0.37,1.81,port_scan
60,31.25,19,21,60.0,0.38,2.67,port_scan
42,31.25,43,56,59.35,0.5,1.63,port_scan
66,22.21,35,38,53.32,0.16,1.21,port_scan
114,10.28,19,39,72.79,0.41,1.81,port_scan
50,39.39,24,11,42.37,0.23,2.48,port_scan
64,10.37,38,32,37.83,0.47,1.97,port_scan
45,38.51,33,70,75.16,0.14,2.73,port_scan
126,4.91,20,71,49.03,0.35,1.48,port_scan
42,35.92,36,69,55.42,0.2,2.73,port_scan
57,33.94,30,34,53.09,0.32,3.01,port_scan
72,33.75,18,43,55.91,0.14,1.44,port_scan
50,36.43,18,105,39.02,0.29,1.45,port_scan
34,25.31,38,90,75.25,0.33,1.63,port_scan
63,25.74,16,109,43.46,0.22,2.81,port_scan
19,30.65,29,33,65.69,0.53,3.12,port_scan
57,29.23,36,77,79.71,0.47,2.65,port_scan
86,38.66,32,39,80.11,0.21,1.27,port_scan
81,19.26,43,23,46.4,0.14,1.69,port_scan
56,31.09,39,83,54.42,0.25,2.74,port_scan
99,33.32,18,26,64.01,0.14,2.14,port_scan
79,26.81,15,70,48.59,0.32,1.98,port_scan
58,31.04,43,87,53.88,0.47,2.07,port_scan
77,23.36,9,74,69.48,0.19,1.88,port_scan
103,17.22,21,42,78.45,0.27,1.08,port_scan
71,22.97,13,51,48.94,0.41,1.0,port_scan
83,33.6,21,73,51.68,0.22,2.93,port_scan
62,27.01,14,26,57.83,0.35,2.55,port_scan
23,7.58,16,91,44.66,0.37,1.56,port_scan
100,25.99,24,55,61.8,0.37,1.61,port_scan
72,24.64,14,85,43.53,0.2,1.89,port_scan
106,24.5,8,82,32.03,0.21,2.19,port_scan
14,17.97,15,70,58.02,0.35,0.8,port_scan
85,23.13,16,54,47.41,0.22,2.21,port_scan
44,32.59,26,71,62.91,0.22,1.42,port_scan
40,14.46,15,11,63.03,0.32,1.54,port_scan
40,36.65,28,38,44.65,0.23,2.5,port_scan
72,31.15,33,26,61.41,0.29,2.33,port_scan
12,21.38,30,14,65.9,0.32,1.22,port_scan
51,5.79,23,87,50.08,0.2,0.75,port_scan
28,43.18,8,33,46.76,0.2,1.88,port_scan
40,14.16,29,72,56.38,0.42,2.67,port_scan
117,19.86,19,52,44.28,0.18,1.02,port_scan
110,24.52,18,34,43.94,0.49,1.58,port_scan
22,15.32,13,18,46.93,0.47,2.23,port_scan
79,23.02,35,73,42.28,0.21,2.31,port_scan
44,24.37,26,66,47.61,0.26,1.98,port_scan
107,12.32,29,49,74.81,0.35,1.37,port_scan
91,15.01,12,24,71.72,0.35,2.2,port_scan
39,12.49,32,24,43.65,0.16,2.04,port_scan
88,21.18,38,99,71.51,0.34,2.57,port_scan
93,25.09,25,92,46.44,0.27,1.12,port_scan
58,30.75,12,34,61.13,0.36,2.12,port_scan
21,20.62,14,29,61.03,0.42,2.98,port_scan
64,17.63,34,31,40.8,0.37,2.06,port_scan
43,37.0,12,55,77.26,0.15,2.65,port_scan
58,10.38,23,56,79.96,0.21,2.1,port_scan
34,31.65,41,54,73.53,0.3,2.22,port_scan
101,9.27,26,38,37.68,0.34,1.35,port_scan
114,32.29,16,49,51.43,0.56,2.52,port_scan
97,37.46,19,80,60.36,0.26,1.8,port_scan
13,9.39,28,32,70.16,0.12,1.18,port_scan
53,13.54,34,48,55.54,0.17,1.8,port_scan
48,31.39,37,31,48.52,0.11,1.55,port_scan
64,23.37,36,54,61.13,0.38,1.71,port_scan
122,32.69,14,81,60.4,0.32,3.05,port_scan
91,7.89,14,52,74.72,0.09,1.78,port_scan
74,39.2,26,54,69.94,0.11,1.29,port_scan
87,18.9,27,28,54.41,0.32,3.08,port_scan
97,24.25,34,93,58.16,0.2,1.04,port_scan
28,39.25,45,62,81.37,0.22,2.84,port_scan
112,19.44,24,76,33.67,0.05,2.51,port_scan
59,35.54,17,23,64.93,0.23,2.57,port_scan
93,22.62,11,68,64.62,0.45,2.52,port_scan
77,25.58,25,39,75.62,0.37,1.46,port_scan
109,21.33,10,53,75.04,0.2,2.58,port_scan
93,30.35,38,82,74.65,0.43,1.21,port_scan
81,16.75,11,37,73.78,0.44,2.72,port_scan
105,30.98,34,3,63.37,0.35,1.18,port_scan
37,14.43,12,90,66.88,0.45,2.18,port_scan
39,37.45,40,61,52.21,0.15,2.49,port_scan
55,19.46,9,41,40.23,0.33,2.26,port_scan
88,31.21,28,46,51.14,0.35,2.77,port_scan
113,12.8,18,88,72.31,0.35,3.16,port_scan
124,18.97,8,68,59.16,0.14,2.39,port_scan
48,28.33,33,26,41.45,0.38,2.41,port_scan
86,11.57,13,44,78.69,0.23,2.37,port_scan
99,21.15,13,47,70.45,0.19,1.5,port_scan
110,38.91,47,52,42.17,0.35,2.48,port_scan
92,34.67,31,42,64.13,0.08,1.05,port_scan
103,17.05,13,51,65.81,0.23,1.66,port_scan
